"Supplier Name","Supplier Account","Currency","Settlement Date","Reference","ID","Issue Date","Due Date","Type","Counterparty Name","Discount ID","Activity Type","Remit Type","Remit No","Remit Date","Pay Date","Invoice Tenor","Net Amount","Gross Amount","Adj Amount","Disc Amount","PO No","Doc No","Comment","Adj Code","Add. Info.","Base Rate(%)","Spread Rate(%)","Discount Rate(%)","Discount Tenor","CM Adjusted","CM Adjusted Net Amount","Fee","Charge","Proceeds","Add. Info."
"AMERIT FLEET SOLUTIONS INC","1769959401","USD","2020-04-10","1716996_20","51319490","2020-04-09","2020-07-06","PAYMENT NOTIFICATION","AT AND T","7258538","DISCOUNT","IV","JG343R200405","2020-04-05","2020-07-06","92","951.31","951.31","0.00","0.00","","","","","","1.22","1.00","2.22","87","0.00","951.31","0.00","5.10","946.21",""
"AMERIT FLEET SOLUTIONS INC","1769959401","USD","2020-04-10","1716996_20","51319490","2020-04-09","2020-07-06","PAYMENT NOTIFICATION","AT AND T","7258538","DISCOUNT","IV","JG5239200405","2020-04-05","2020-07-06","92","1871.83","1871.83","0.00","0.00","","","","","","1.22","1.00","2.22","87","0.00","1871.83","0.00","10.04","1861.79",""
"AMERIT FLEET SOLUTIONS INC","1769959401","USD","2020-04-10","1716996_20","51319490","2020-04-09","2020-07-06","PAYMENT NOTIFICATION","AT AND T","7258538","DISCOUNT","IV","JH080W200405","2020-04-05","2020-07-06","92","2415.60","2415.60","0.00","0.00","","","","","","1.22","1.00","2.22","87","0.00","2415.60","0.00","12.95","2402.65",""
"AMERIT FLEET SOLUTIONS INC","1769959401","USD","2020-04-10","1716996_20","51319490","2020-04-09","2020-07-06","PAYMENT NOTIFICATION","AT AND T","7258538","DISCOUNT","IV","JJ076T200405","2020-04-05","2020-07-06","92","984.40","984.40","0.00","0.00","","","","","","1.22","1.00","2.22","87","0.00","984.40","0.00","5.28","979.12",""
"AMERIT FLEET SOLUTIONS INC","1769959401","USD","2020-04-10","1716996_20","51319490","2020-04-09","2020-07-06","PAYMENT NOTIFICATION","AT AND T","7258538","DISCOUNT","IV","JH253M200405","2020-04-05","2020-07-06","92","1042.38","1042.38","0.00","0.00","","","","","","1.22","1.00","2.22","87","0.00","1042.38","0.00","5.59","1036.79",""
"AMERIT FLEET SOLUTIONS INC","1769959401","USD","2020-04-10","1716996_20","51319490","2020-04-09","2020-07-06","PAYMENT NOTIFICATION","AT AND T","7258538","DISCOUNT","IV","JH6168200405","2020-04-05","2020-07-06","92","1427.24","1427.24","0.00","0.00","","","","","","1.22","1.00","2.22","87","0.00","1427.24","0.00","7.65","1419.59",""
"AMERIT FLEET SOLUTIONS INC","1769959401","USD","2020-04-10","1716996_20","51319490","2020-04-09","2020-07-06","PAYMENT NOTIFICATION","AT AND T","7258538","DISCOUNT","IV","JH6283200405","2020-04-05","2020-07-06","92","1984.00","1984.00","0.00","0.00","","","","","","1.22","1.00","2.22","87","0.00","1984.00","0.00","10.64","1973.36",""
"AMERIT FLEET SOLUTIONS INC","1769959401","USD","2020-04-10","1716996_20","51319490","2020-04-09","2020-07-06","PAYMENT NOTIFICATION","AT AND T","7258538","DISCOUNT","IV","JJ584A200405","2020-04-05","2020-07-06","92","20.61","20.61","0.00","0.00","","","","","","1.22","1.00","2.22","87","0.00","20.61","0.00","0.11","20.50",""
"AMERIT FLEET SOLUTIONS INC","1769959401","USD","2020-04-10","1716996_20","51319490","2020-04-09","2020-07-06","PAYMENT NOTIFICATION","AT AND T","7258538","DISCOUNT","IV","JJ584A2004051","2020-04-05","2020-07-06","92","988.59","988.59","0.00","0.00","","","","","","1.22","1.00","2.22","87","0.00","988.59","0.00","5.30","983.29",""
"AMERIT FLEET SOLUTIONS INC","1769959401","USD","2020-04-10","1716996_20","51319490","2020-04-09","2020-07-06","PAYMENT NOTIFICATION","AT AND T","7258538","DISCOUNT","IV","JK7300200405","2020-04-05","2020-07-06","92","1280.40","1280.40","0.00","0.00","","","","","","1.22","1.00","2.22","87","0.00","1280.40","0.00","6.87","1273.53",""
"AMERIT FLEET SOLUTIONS INC","1769959401","USD","2020-04-10","1716996_20","51319490","2020-04-09","2020-07-06","PAYMENT NOTIFICATION","AT AND T","7258538","DISCOUNT","IV","JL0281200405","2020-04-05","2020-07-06","92","1456.55","1456.55","0.00","0.00","","","","","","1.22","1.00","2.22","87","0.00","1456.55","0.00","7.81","1448.74",""
"AMERIT FLEET SOLUTIONS INC","1769959401","USD","2020-04-10","1716996_20","51319490","2020-04-09","2020-07-06","PAYMENT NOTIFICATION","AT AND T","7258538","DISCOUNT","IV","JL0671200405","2020-04-05","2020-07-06","92","1769.35","1769.35","0.00","0.00","","","","","","1.22","1.00","2.22","87","0.00","1769.35","0.00","9.49","1759.86",""
"AMERIT FLEET SOLUTIONS INC","1769959401","USD","2020-04-10","1716996_20","51319490","2020-04-09","2020-07-06","PAYMENT NOTIFICATION","AT AND T","7258538","DISCOUNT","IV","JL113F200405","2020-04-05","2020-07-06","92","1201.89","1201.89","0.00","0.00","","","","","","1.22","1.00","2.22","87","0.00","1201.89","0.00","6.44","1195.45",""
"AMERIT FLEET SOLUTIONS INC","1769959401","USD","2020-04-10","1716996_20","51319490","2020-04-09","2020-07-06","PAYMENT NOTIFICATION","AT AND T","7258538","DISCOUNT","IV","JL129M200405","2020-04-05","2020-07-06","92","788.90","788.90","0.00","0.00","","","","","","1.22","1.00","2.22","87","0.00","788.90","0.00","4.23","784.67",""
"AMERIT FLEET SOLUTIONS INC","1769959401","USD","2020-04-10","1716996_20","51319490","2020-04-09","2020-07-06","PAYMENT NOTIFICATION","AT AND T","7258538","DISCOUNT","IV","JL129M2004051","2020-04-05","2020-07-06","92","920.31","920.31","0.00","0.00","","","","","","1.22","1.00","2.22","87","0.00","920.31","0.00","4.93","915.38",""
"AMERIT FLEET SOLUTIONS INC","1769959401","USD","2020-04-10","1716996_20","51319490","2020-04-09","2020-07-06","PAYMENT NOTIFICATION","AT AND T","7258538","DISCOUNT","IV","JL566Q200405","2020-04-05","2020-07-06","92","1984.00","1984.00","0.00","0.00","","","","","","1.22","1.00","2.22","87","0.00","1984.00","0.00","10.64","1973.36",""
"AMERIT FLEET SOLUTIONS INC","1769959401","USD","2020-04-10","1716996_20","51319490","2020-04-09","2020-07-06","PAYMENT NOTIFICATION","AT AND T","7258538","DISCOUNT","IV","JL5762200405","2020-04-05","2020-07-06","92","2184.00","2184.00","0.00","0.00","","","","","","1.22","1.00","2.22","87","0.00","2184.00","0.00","11.71","2172.29",""
"AMERIT FLEET SOLUTIONS INC","1769959401","USD","2020-04-10","1716996_20","51319490","2020-04-09","2020-07-06","PAYMENT NOTIFICATION","AT AND T","7258538","DISCOUNT","IV","JL612R200405","2020-04-05","2020-07-06","92","990.27","990.27","0.00","0.00","","","","","","1.22","1.00","2.22","87","0.00","990.27","0.00","5.31","984.96",""
"AMERIT FLEET SOLUTIONS INC","1769959401","USD","2020-04-10","1716996_20","51319490","2020-04-09","2020-07-06","PAYMENT NOTIFICATION","AT AND T","7258538","DISCOUNT","IV","JL612R2004051","2020-04-05","2020-07-06","92","52.12","52.12","0.00","0.00","","","","","","1.22","1.00","2.22","87","0.00","52.12","0.00","0.28","51.84",""
"AMERIT FLEET SOLUTIONS INC","1769959401","USD","2020-04-10","1716996_20","51319490","2020-04-09","2020-07-06","PAYMENT NOTIFICATION","AT AND T","7258538","DISCOUNT","IV","JL620G200405","2020-04-05","2020-07-06","92","1478.37","1478.37","0.00","0.00","","","","","","1.22","1.00","2.22","87","0.00","1478.37","0.00","7.93","1470.44",""
"AMERIT FLEET SOLUTIONS INC","1769959401","USD","2020-04-10","1716996_20","51319490","2020-04-09","2020-07-06","PAYMENT NOTIFICATION","AT AND T","7258538","DISCOUNT","IV","JL624D200405","2020-04-05","2020-07-06","92","3004.29","3004.29","0.00","0.00","","","","","","1.22","1.00","2.22","87","0.00","3004.29","0.00","16.11","2988.18",""
"AMERIT FLEET SOLUTIONS INC","1769959401","USD","2020-04-10","1716996_20","51319490","2020-04-09","2020-07-06","PAYMENT NOTIFICATION","AT AND T","7258538","DISCOUNT","IV","JL835S200405","2020-04-05","2020-07-06","92","1708.03","1708.03","0.00","0.00","","","","","","1.22","1.00","2.22","87","0.00","1708.03","0.00","9.16","1698.87",""
"AMERIT FLEET SOLUTIONS INC","1769959401","USD","2020-04-10","1716996_20","51319490","2020-04-09","2020-07-06","PAYMENT NOTIFICATION","AT AND T","7258538","DISCOUNT","IV","JL8397200405","2020-04-05","2020-07-06","92","2260.95","2260.95","0.00","0.00","","","","","","1.22","1.00","2.22","87","0.00","2260.95","0.00","12.12","2248.83",""
"AMERIT FLEET SOLUTIONS INC","1769959401","USD","2020-04-10","1716996_20","51319490","2020-04-09","2020-07-06","PAYMENT NOTIFICATION","AT AND T","7258538","DISCOUNT","IV","JL984K200405","2020-04-05","2020-07-06","92","1922.31","1922.31","0.00","0.00","","","","","","1.22","1.00","2.22","87","0.00","1922.31","0.00","10.31","1912.00",""
"AMERIT FLEET SOLUTIONS INC","1769959401","USD","2020-04-10","1716996_20","51319490","2020-04-09","2020-07-06","PAYMENT NOTIFICATION","AT AND T","7258538","DISCOUNT","IV","JM096J200405","2020-04-05","2020-07-06","92","2092.03","2092.03","0.00","0.00","","","","","","1.22","1.00","2.22","87","0.00","2092.03","0.00","11.22","2080.81",""
"AMERIT FLEET SOLUTIONS INC","1769959401","USD","2020-04-10","1716996_20","51319490","2020-04-09","2020-07-06","PAYMENT NOTIFICATION","AT AND T","7258538","DISCOUNT","IV","JM154W200405","2020-04-05","2020-07-06","92","1688.72","1688.72","0.00","0.00","","","","","","1.22","1.00","2.22","87","0.00","1688.72","0.00","9.06","1679.66",""
"AMERIT FLEET SOLUTIONS INC","1769959401","USD","2020-04-10","1716996_20","51319490","2020-04-09","2020-07-06","PAYMENT NOTIFICATION","AT AND T","7258538","DISCOUNT","IV","JM311A200405","2020-04-05","2020-07-06","92","1428.55","1428.55","0.00","0.00","","","","","","1.22","1.00","2.22","87","0.00","1428.55","0.00","7.66","1420.89",""
"AMERIT FLEET SOLUTIONS INC","1769959401","USD","2020-04-10","1716996_20","51319490","2020-04-09","2020-07-06","PAYMENT NOTIFICATION","AT AND T","7258538","DISCOUNT","IV","JM323D200405","2020-04-05","2020-07-06","92","1688.78","1688.78","0.00","0.00","","","","","","1.22","1.00","2.22","87","0.00","1688.78","0.00","9.06","1679.72",""
"AMERIT FLEET SOLUTIONS INC","1769959401","USD","2020-04-10","1716996_20","51319490","2020-04-09","2020-07-06","PAYMENT NOTIFICATION","AT AND T","7258538","DISCOUNT","IV","JM3760200405","2020-04-05","2020-07-06","92","1754.61","1754.61","0.00","0.00","","","","","","1.22","1.00","2.22","87","0.00","1754.61","0.00","9.41","1745.20",""
"AMERIT FLEET SOLUTIONS INC","1769959401","USD","2020-04-10","1716996_20","51319490","2020-04-09","2020-07-06","PAYMENT NOTIFICATION","AT AND T","7258538","DISCOUNT","IV","JM678X200405","2020-04-05","2020-07-06","92","2137.59","2137.59","0.00","0.00","","","","","","1.22","1.00","2.22","87","0.00","2137.59","0.00","11.46","2126.13",""
"AMERIT FLEET SOLUTIONS INC","1769959401","USD","2020-04-10","1716996_20","51319490","2020-04-09","2020-07-06","PAYMENT NOTIFICATION","AT AND T","7258538","DISCOUNT","IV","JM830U200405","2020-04-05","2020-07-06","92","2236.93","2236.93","0.00","0.00","","","","","","1.22","1.00","2.22","87","0.00","2236.93","0.00","12.00","2224.93",""
"AMERIT FLEET SOLUTIONS INC","1769959401","USD","2020-04-10","1716996_20","51319490","2020-04-09","2020-07-06","PAYMENT NOTIFICATION","AT AND T","7258538","DISCOUNT","IV","JO588X2004051","2020-04-05","2020-07-06","92","168.88","168.88","0.00","0.00","","","","","","1.22","1.00","2.22","87","0.00","168.88","0.00","0.91","167.97",""
"AMERIT FLEET SOLUTIONS INC","1769959401","USD","2020-04-10","1716996_20","51319490","2020-04-09","2020-07-06","PAYMENT NOTIFICATION","AT AND T","7258538","DISCOUNT","IV","JP2087200405","2020-04-05","2020-07-06","92","1688.76","1688.76","0.00","0.00","","","","","","1.22","1.00","2.22","87","0.00","1688.76","0.00","9.06","1679.70",""
"AMERIT FLEET SOLUTIONS INC","1769959401","USD","2020-04-10","1716996_20","51319490","2020-04-09","2020-07-06","PAYMENT NOTIFICATION","AT AND T","7258538","DISCOUNT","IV","CG1075200405","2020-04-05","2020-07-06","92","1204.84","1204.84","0.00","0.00","","","","","","1.22","1.00","2.22","87","0.00","1204.84","0.00","6.46","1198.38",""
"AMERIT FLEET SOLUTIONS INC","1769959401","USD","2020-04-10","1716996_20","51319490","2020-04-09","2020-07-06","PAYMENT NOTIFICATION","AT AND T","7258538","DISCOUNT","IV","CG8133200405","2020-04-05","2020-07-06","92","291.98","291.98","0.00","0.00","","","","","","1.22","1.00","2.22","87","0.00","291.98","0.00","1.57","290.41",""
"AMERIT FLEET SOLUTIONS INC","1769959401","USD","2020-04-10","1716996_20","51319490","2020-04-09","2020-07-06","PAYMENT NOTIFICATION","AT AND T","7258538","DISCOUNT","IV","CG037D200405","2020-04-05","2020-07-06","92","1020.00","1020.00","0.00","0.00","","","","","","1.22","1.00","2.22","87","0.00","1020.00","0.00","5.47","1014.53",""
"AMERIT FLEET SOLUTIONS INC","1769959401","USD","2020-04-10","1716996_20","51319490","2020-04-09","2020-07-06","PAYMENT NOTIFICATION","AT AND T","7258538","DISCOUNT","IV","CG81332004051","2020-04-05","2020-07-06","92","1415.43","1415.43","0.00","0.00","","","","","","1.22","1.00","2.22","87","0.00","1415.43","0.00","7.59","1407.84",""
"AMERIT FLEET SOLUTIONS INC","1769959401","USD","2020-04-10","1716996_20","51319490","2020-04-09","2020-07-06","PAYMENT NOTIFICATION","AT AND T","7258538","DISCOUNT","IV","CH1613200405","2020-04-05","2020-07-06","92","1058.95","1058.95","0.00","0.00","","","","","","1.22","1.00","2.22","87","0.00","1058.95","0.00","5.68","1053.27",""
"AMERIT FLEET SOLUTIONS INC","1769959401","USD","2020-04-10","1716996_20","51319490","2020-04-09","2020-07-06","PAYMENT NOTIFICATION","AT AND T","7258538","DISCOUNT","IV","CH2212200405","2020-04-05","2020-07-06","92","1409.78","1409.78","0.00","0.00","","","","","","1.22","1.00","2.22","87","0.00","1409.78","0.00","7.56","1402.22",""
"AMERIT FLEET SOLUTIONS INC","1769959401","USD","2020-04-10","1716996_20","51319490","2020-04-09","2020-07-06","PAYMENT NOTIFICATION","AT AND T","7258538","DISCOUNT","IV","CJ2187200405","2020-04-05","2020-07-06","92","842.78","842.78","0.00","0.00","","","","","","1.22","1.00","2.22","87","0.00","842.78","0.00","4.52","838.26",""
"AMERIT FLEET SOLUTIONS INC","1769959401","USD","2020-04-10","1716996_20","51319490","2020-04-09","2020-07-06","PAYMENT NOTIFICATION","AT AND T","7258538","DISCOUNT","IV","CJ707E200405","2020-04-05","2020-07-06","92","1401.71","1401.71","0.00","0.00","","","","","","1.22","1.00","2.22","87","0.00","1401.71","0.00","7.52","1394.19",""
"AMERIT FLEET SOLUTIONS INC","1769959401","USD","2020-04-10","1716996_20","51319490","2020-04-09","2020-07-06","PAYMENT NOTIFICATION","AT AND T","7258538","DISCOUNT","IV","CK131X200405","2020-04-05","2020-07-06","92","1884.85","1884.85","0.00","0.00","","","","","","1.22","1.00","2.22","87","0.00","1884.85","0.00","10.11","1874.74",""
"AMERIT FLEET SOLUTIONS INC","1769959401","USD","2020-04-10","1716996_20","51319490","2020-04-09","2020-07-06","PAYMENT NOTIFICATION","AT AND T","7258538","DISCOUNT","IV","CL1903200405","2020-04-05","2020-07-06","92","1372.13","1372.13","0.00","0.00","","","","","","1.22","1.00","2.22","87","0.00","1372.13","0.00","7.36","1364.77",""
"AMERIT FLEET SOLUTIONS INC","1769959401","USD","2020-04-10","1716996_20","51319490","2020-04-09","2020-07-06","PAYMENT NOTIFICATION","AT AND T","7258538","DISCOUNT","IV","CL303V200405","2020-04-05","2020-07-06","92","1042.40","1042.40","0.00","0.00","","","","","","1.22","1.00","2.22","87","0.00","1042.40","0.00","5.59","1036.81",""
"AMERIT FLEET SOLUTIONS INC","1769959401","USD","2020-04-10","1716996_20","51319490","2020-04-09","2020-07-06","PAYMENT NOTIFICATION","AT AND T","7258538","DISCOUNT","IV","CL8231200405","2020-04-05","2020-07-06","92","2557.50","2557.50","0.00","0.00","","","","","","1.22","1.00","2.22","87","0.00","2557.50","0.00","13.71","2543.79",""
"AMERIT FLEET SOLUTIONS INC","1769959401","USD","2020-04-10","1716996_20","51319490","2020-04-09","2020-07-06","PAYMENT NOTIFICATION","AT AND T","7258538","DISCOUNT","IV","CM004Y200405","2020-04-05","2020-07-06","92","1042.40","1042.40","0.00","0.00","","","","","","1.22","1.00","2.22","87","0.00","1042.40","0.00","5.59","1036.81",""
"AMERIT FLEET SOLUTIONS INC","1769959401","USD","2020-04-10","1716996_20","51319490","2020-04-09","2020-07-06","PAYMENT NOTIFICATION","AT AND T","7258538","DISCOUNT","IV","CM103M200405","2020-04-05","2020-07-06","92","1714.84","1714.84","0.00","0.00","","","","","","1.22","1.00","2.22","87","0.00","1714.84","0.00","9.20","1705.64",""
"AMERIT FLEET SOLUTIONS INC","1769959401","USD","2020-04-10","1716996_20","51319490","2020-04-09","2020-07-06","PAYMENT NOTIFICATION","AT AND T","7258538","DISCOUNT","IV","CM258J200405","2020-04-05","2020-07-06","92","4914.99","4914.99","0.00","0.00","","","","","","1.22","1.00","2.22","87","0.00","4914.99","0.00","26.12","4888.87",""
"AMERIT FLEET SOLUTIONS INC","1769959401","USD","2020-04-10","1716996_20","51319490","2020-04-09","2020-07-06","PAYMENT NOTIFICATION","AT AND T","7258538","DISCOUNT","IV","CN499C200405","2020-04-05","2020-07-06","92","1752.88","1752.88","0.00","0.00","","","","","","1.22","1.00","2.22","87","0.00","1752.88","0.00","9.40","1743.48",""
"AMERIT FLEET SOLUTIONS INC","1769959401","USD","2020-04-10","1716996_20","51319490","2020-04-09","2020-07-06","PAYMENT NOTIFICATION","AT AND T","7258538","DISCOUNT","IV","CP744X200405","2020-04-05","2020-07-06","92","1202.48","1202.48","0.00","0.00","","","","","","1.22","1.00","2.22","87","0.00","1202.48","0.00","6.45","1196.03",""
"AMERIT FLEET SOLUTIONS INC","1769959401","USD","2020-04-10","1716996_20","51319490","2020-04-09","2020-07-06","PAYMENT NOTIFICATION","AT AND T","7258538","DISCOUNT","IV","CP826N200405","2020-04-05","2020-07-06","92","1221.48","1221.48","0.00","0.00","","","","","","1.22","1.00","2.22","87","0.00","1221.48","0.00","6.55","1214.93",""
"AMERIT FLEET SOLUTIONS INC","1769959401","USD","2020-04-10","1716996_20","51319490","2020-04-09","2020-07-06","PAYMENT NOTIFICATION","AT AND T","7258538","DISCOUNT","IV","CR3556200405","2020-04-05","2020-07-06","92","1521.00","1521.00","0.00","0.00","","","","","","1.22","1.00","2.22","87","0.00","1521.00","0.00","8.16","1512.84",""
"AMERIT FLEET SOLUTIONS INC","1769959401","USD","2020-04-10","1716996_20","51319490","2020-04-09","2020-07-06","PAYMENT NOTIFICATION","AT AND T","7258538","DISCOUNT","IV","CS148F200405","2020-04-05","2020-07-06","92","1392.39","1392.39","0.00","0.00","","","","","","1.22","1.00","2.22","87","0.00","1392.39","0.00","7.47","1384.92",""
"AMERIT FLEET SOLUTIONS INC","1769959401","USD","2020-04-10","1716996_20","51319490","2020-04-09","2020-07-06","PAYMENT NOTIFICATION","AT AND T","7258538","DISCOUNT","IV","CS208C200405","2020-04-05","2020-07-06","92","743.44","743.44","0.00","0.00","","","","","","1.22","1.00","2.22","87","0.00","743.44","0.00","3.99","739.45",""
"AMERIT FLEET SOLUTIONS INC","1769959401","USD","2020-04-10","1716996_20","51319490","2020-04-09","2020-07-06","PAYMENT NOTIFICATION","AT AND T","7258538","DISCOUNT","IV","CT425B200405","2020-04-05","2020-07-06","92","1705.16","1705.16","0.00","0.00","","","","","","1.22","1.00","2.22","87","0.00","1705.16","0.00","9.14","1696.02",""
"AMERIT FLEET SOLUTIONS INC","1769959401","USD","2020-04-10","1716996_20","51319490","2020-04-09","2020-07-06","PAYMENT NOTIFICATION","AT AND T","7258538","DISCOUNT","IV","CV065A200405","2020-04-05","2020-07-06","92","1537.10","1537.10","0.00","0.00","","","","","","1.22","1.00","2.22","87","0.00","1537.10","0.00","8.24","1528.86",""
"AMERIT FLEET SOLUTIONS INC","1769959401","USD","2020-04-10","1716996_20","51319490","2020-04-09","2020-07-06","PAYMENT NOTIFICATION","AT AND T","7258538","DISCOUNT","IV","CV443H200405","2020-04-05","2020-07-06","92","1668.14","1668.14","0.00","0.00","","","","","","1.22","1.00","2.22","87","0.00","1668.14","0.00","8.95","1659.19",""
"AMERIT FLEET SOLUTIONS INC","1769959401","USD","2020-04-10","1716996_20","51319490","2020-04-09","2020-07-06","PAYMENT NOTIFICATION","AT AND T","7258538","DISCOUNT","IV","FL214Y200405","2020-04-05","2020-07-06","92","412.31","412.31","0.00","0.00","","","","","","1.22","1.00","2.22","87","0.00","412.31","0.00","2.21","410.10",""
"AMERIT FLEET SOLUTIONS INC","1769959401","USD","2020-04-10","1716996_20","51319490","2020-04-09","2020-07-06","PAYMENT NOTIFICATION","AT AND T","7258538","DISCOUNT","IV","SP361U200405","2020-04-05","2020-07-06","92","2332.59","2332.59","0.00","0.00","","","","","","1.22","1.00","2.22","87","0.00","2332.59","0.00","12.51","2320.08",""
"AMERIT FLEET SOLUTIONS INC","1769959401","USD","2020-04-10","1716996_20","51319490","2020-04-09","2020-07-06","PAYMENT NOTIFICATION","AT AND T","7258538","DISCOUNT","IV","SR165M200405","2020-04-05","2020-07-06","92","1403.97","1403.97","0.00","0.00","","","","","","1.22","1.00","2.22","87","0.00","1403.97","0.00","7.53","1396.44",""
"AMERIT FLEET SOLUTIONS INC","1769959401","USD","2020-04-10","1716996_20","51319490","2020-04-09","2020-07-06","PAYMENT NOTIFICATION","AT AND T","7258538","DISCOUNT","IV","SR526H200405","2020-04-05","2020-07-06","92","1010.70","1010.70","0.00","0.00","","","","","","1.22","1.00","2.22","87","0.00","1010.70","0.00","5.42","1005.28",""
"AMERIT FLEET SOLUTIONS INC","1769959401","USD","2020-04-10","1716996_20","51319490","2020-04-09","2020-07-06","PAYMENT NOTIFICATION","AT AND T","7258538","DISCOUNT","IV","SS032S200405","2020-04-05","2020-07-06","92","1282.50","1282.50","0.00","0.00","","","","","","1.22","1.00","2.22","87","0.00","1282.50","0.00","6.88","1275.62",""
"AMERIT FLEET SOLUTIONS INC","1769959401","USD","2020-04-10","1716996_20","51319490","2020-04-09","2020-07-06","PAYMENT NOTIFICATION","AT AND T","7258538","DISCOUNT","IV","SS4504200405","2020-04-05","2020-07-06","92","2220.59","2220.59","0.00","0.00","","","","","","1.22","1.00","2.22","87","0.00","2220.59","0.00","11.91","2208.68",""
"AMERIT FLEET SOLUTIONS INC","1769959401","USD","2020-04-10","1716996_20","51319490","2020-04-09","2020-07-06","PAYMENT NOTIFICATION","AT AND T","7258538","DISCOUNT","IV","SS821H200405","2020-04-05","2020-07-06","92","1340.26","1340.26","0.00","0.00","","","","","","1.22","1.00","2.22","87","0.00","1340.26","0.00","7.19","1333.07",""
"AMERIT FLEET SOLUTIONS INC","1769959401","USD","2020-04-10","1716996_20","51319490","2020-04-09","2020-07-06","PAYMENT NOTIFICATION","AT AND T","7258538","DISCOUNT","IV","SW2803200405","2020-04-05","2020-07-06","92","1588.74","1588.74","0.00","0.00","","","","","","1.22","1.00","2.22","87","0.00","1588.74","0.00","8.52","1580.22",""
"AMERIT FLEET SOLUTIONS INC","1769959401","USD","2020-04-10","1716996_20","51319490","2020-04-09","2020-07-06","PAYMENT NOTIFICATION","AT AND T","7258538","DISCOUNT","IV","SW28032004051","2020-04-05","2020-07-06","92","49.34","49.34","0.00","0.00","","","","","","1.22","1.00","2.22","87","0.00","49.34","0.00","0.26","49.08",""
"AMERIT FLEET SOLUTIONS INC","1769959401","USD","2020-04-10","1716996_20","51319490","2020-04-09","2020-07-06","PAYMENT NOTIFICATION","AT AND T","7258538","DISCOUNT","IV","SW785G200405","2020-04-05","2020-07-06","92","1688.25","1688.25","0.00","0.00","","","","","","1.22","1.00","2.22","87","0.00","1688.25","0.00","9.05","1679.20",""
"AMERIT FLEET SOLUTIONS INC","1769959401","USD","2020-04-10","1716996_20","51319490","2020-04-09","2020-07-06","PAYMENT NOTIFICATION","AT AND T","7258538","DISCOUNT","IV","SW8730200405","2020-04-05","2020-07-06","92","1885.18","1885.18","0.00","0.00","","","","","","1.22","1.00","2.22","87","0.00","1885.18","0.00","10.11","1875.07",""
"AMERIT FLEET SOLUTIONS INC","1769959401","USD","2020-04-10","1716996_20","51319490","2020-04-09","2020-07-06","PAYMENT NOTIFICATION","AT AND T","7258538","DISCOUNT","IV","TA616P200405","2020-04-05","2020-07-06","92","74.27","74.27","0.00","0.00","","","","","","1.22","1.00","2.22","87","0.00","74.27","0.00","0.40","73.87",""
"AMERIT FLEET SOLUTIONS INC","1769959401","USD","2020-04-10","1716996_20","51319490","2020-04-09","2020-07-06","PAYMENT NOTIFICATION","AT AND T","7258538","DISCOUNT","IV","TA616P2004051","2020-04-05","2020-07-06","92","32.01","32.01","0.00","0.00","","","","","","1.22","1.00","2.22","87","0.00","32.01","0.00","0.17","31.84",""
"AMERIT FLEET SOLUTIONS INC","1769959401","USD","2020-04-10","1716996_20","51319490","2020-04-09","2020-07-06","PAYMENT NOTIFICATION","AT AND T","7258538","DISCOUNT","IV","TA616P2004052","2020-04-05","2020-07-06","92","1601.10","1601.10","0.00","0.00","","","","","","1.22","1.00","2.22","87","0.00","1601.10","0.00","8.59","1592.51",""
"AMERIT FLEET SOLUTIONS INC","1769959401","USD","2020-04-10","1716996_20","51319490","2020-04-09","2020-07-06","PAYMENT NOTIFICATION","AT AND T","7258538","DISCOUNT","IV","TB0539200405","2020-04-05","2020-07-06","92","848.12","848.12","0.00","0.00","","","","","","1.22","1.00","2.22","87","0.00","848.12","0.00","4.55","843.57",""
"AMERIT FLEET SOLUTIONS INC","1769959401","USD","2020-04-10","1716996_20","51319490","2020-04-09","2020-07-06","PAYMENT NOTIFICATION","AT AND T","7258538","DISCOUNT","IV","TB790C200405","2020-04-05","2020-07-06","92","64.81","64.81","0.00","0.00","","","","","","1.22","1.00","2.22","87","0.00","64.81","0.00","0.35","64.46",""
"AMERIT FLEET SOLUTIONS INC","1769959401","USD","2020-04-10","1716996_20","51319490","2020-04-09","2020-07-06","PAYMENT NOTIFICATION","AT AND T","7258538","DISCOUNT","IV","TC178V200405","2020-04-05","2020-07-06","92","2660.40","2660.40","0.00","0.00","","","","","","1.22","1.00","2.22","87","0.00","2660.40","0.00","14.27","2646.13",""
"AMERIT FLEET SOLUTIONS INC","1769959401","USD","2020-04-10","1716996_20","51319490","2020-04-09","2020-07-06","PAYMENT NOTIFICATION","AT AND T","7258538","DISCOUNT","IV","TC483N200405","2020-04-05","2020-07-06","92","1975.94","1975.94","0.00","0.00","","","","","","1.22","1.00","2.22","87","0.00","1975.94","0.00","10.60","1965.34",""
"AMERIT FLEET SOLUTIONS INC","1769959401","USD","2020-04-10","1716996_20","51319490","2020-04-09","2020-07-06","PAYMENT NOTIFICATION","AT AND T","7258538","DISCOUNT","IV","TC5474200405","2020-04-05","2020-07-06","92","978.89","978.89","0.00","0.00","","","","","","1.22","1.00","2.22","87","0.00","978.89","0.00","5.25","973.64",""
